相对强度 运行#3	位置 (米 m) 运行#3
0.032440	0.0095863
0.034378	0.0096258
0.031937	0.0096850
0.033051	0.0097244
0.034485	0.0097836
0.033356	0.0098230
0.032135	0.0098822
0.034271	0.0099217
0.033356	0.0099611
0.034271	0.0099808
0.031326	0.010001
0.034271	0.010040
0.035095	0.010079
0.034790	0.010099
0.031433	0.010139
0.031631	0.010158
0.032959	0.010198
0.034271	0.010218
0.032349	0.010257
0.033157	0.010277
0.033966	0.010316
0.032745	0.010336
0.031128	0.010375
0.033875	0.010415
0.032135	0.010454
0.034576	0.010494
0.033356	0.010553
0.032654	0.010592
0.034073	0.010632
0.034988	0.010671
0.033569	0.010711
0.034485	0.010750
0.034485	0.010790
0.033966	0.010829
0.033463	0.010868
0.034271	0.010908
0.031937	0.010967
0.032745	0.011007
0.032654	0.011066
0.034271	0.011105
0.034271	0.011164
0.032852	0.011224
0.034180	0.011283
0.033051	0.011342
0.033768	0.011381
0.034073	0.011440
0.030609	0.011500
0.033768	0.011559
0.034790	0.011598
0.034988	0.011638
0.032959	0.011697
0.031219	0.011736
0.034378	0.011776
0.033157	0.011796
0.032043	0.011835
0.033569	0.011874
0.034485	0.011914
0.033264	0.011934
0.032043	0.011973
0.032349	0.011993
0.033875	0.012032
0.035187	0.012072
0.032349	0.012111
0.033661	0.012151
0.033661	0.012190
0.034180	0.012229
0.030197	0.012269
0.031128	0.012328
0.034988	0.012368
0.034882	0.012407
0.032654	0.012466
0.031830	0.012525
0.033157	0.012604
0.032852	0.012683
0.031433	0.012762
0.033157	0.012861
0.034271	0.012959
0.034271	0.013038
0.030914	0.013137
0.033569	0.013235
0.032440	0.013334
0.034180	0.013413
0.031326	0.013492
0.032745	0.013571
0.034988	0.013630
0.031631	0.013709
0.032043	0.013768
0.031830	0.013827
0.032135	0.013906
0.034271	0.013985
0.032440	0.014044
0.033661	0.014123
0.030823	0.014202
0.033875	0.014281
0.031525	0.014360
0.030304	0.014419
0.033463	0.014458
0.034576	0.014478
0.033768	0.014498
0.032242	0.014537
0.033569	0.014557
0.033569	0.014577
0.032043	0.014596
0.031631	0.014636
0.033157	0.014656
0.034073	0.014675
0.033569	0.014695
0.033356	0.014715
0.033051	0.014735
0.034378	0.014735
0.032852	0.014754
0.032135	0.014774
0.033356	0.014774
0.034485	0.014794
0.030518	0.014813
0.032135	0.014833
0.033966	0.014853
0.031433	0.014873
0.033356	0.014892
0.033768	0.014912
0.031830	0.014952
0.033569	0.014991
0.032242	0.015011
0.033463	0.015050
0.034073	0.015090
0.032440	0.015129
0.033569	0.015188
0.033875	0.015228
0.035187	0.015287
0.033356	0.015346
0.032852	0.015405
0.032349	0.015445
0.032349	0.015504
0.034576	0.015563
0.032745	0.015602
0.030518	0.015662
0.033875	0.015701
0.032242	0.015760
0.032852	0.015800
0.031631	0.015839
0.033768	0.015879
0.033051	0.015918
0.032440	0.015938
0.032043	0.015977
0.033875	0.016017
0.031830	0.016036
0.031631	0.016056
0.033157	0.016076
0.033569	0.016096
0.033661	0.016135
0.032959	0.016155
0.031631	0.016194
0.032959	0.016234
0.033768	0.016253
0.032349	0.016293
0.033463	0.016313
0.034271	0.016332
0.032654	0.016372
0.031937	0.016372
0.031830	0.016391
0.033875	0.016411
0.033356	0.016431
0.032547	0.016451
0.031937	0.016470
0.032547	0.016510
0.033569	0.016530
0.033157	0.016549
0.033264	0.016589
0.032745	0.016608
0.032242	0.016648
0.032440	0.016668
0.031219	0.016707
0.033157	0.016727
0.032242	0.016766
0.031525	0.016806
0.031219	0.016825
0.034576	0.016865
0.033157	0.016885
0.031021	0.016924
0.033768	0.016964
0.032654	0.017003
0.033051	0.017042
0.033463	0.017082
0.033264	0.017102
0.032242	0.017141
0.034988	0.017180
0.032852	0.017200
0.031937	0.017240
0.033463	0.017259
0.032654	0.017299
0.033661	0.017338
0.033463	0.017378
0.033966	0.017417
0.031738	0.017457
0.033157	0.017496
0.033356	0.017536
0.034378	0.017575
0.032547	0.017614
0.032547	0.017654
0.033051	0.017693
0.032135	0.017733
0.034576	0.017792
0.029388	0.017831
0.032852	0.017871
0.031738	0.017930
0.034683	0.017969
0.033356	0.018009
0.033661	0.018048
0.034073	0.018108
0.033875	0.018147
0.031021	0.018186
0.033661	0.018226
0.032043	0.018285
0.034271	0.018325
0.032959	0.018384
0.032349	0.018423
0.033569	0.018463
0.031937	0.018522
0.033768	0.018561
0.031937	0.018601
0.032242	0.018660
0.035706	0.018699
0.030716	0.018719
0.033264	0.018758
0.030823	0.018778
0.032745	0.018818
0.034378	0.018837
0.031937	0.018857
0.034180	0.018877
0.034576	0.018897
0.030823	0.018916
0.032440	0.018936
0.032852	0.018956
0.035187	0.018975
0.032349	0.018995
0.033569	0.019015
0.033264	0.019054
0.034271	0.019074
0.033661	0.019094
0.031326	0.019114
0.034485	0.019133
0.033157	0.019153
0.029800	0.019153
0.034378	0.019153
0.033966	0.019153
0.034271	0.019153
0.031219	0.019173
0.033051	0.019173
0.034073	0.019173
0.033463	0.019173
0.032547	0.019173
0.033264	0.019173
0.033463	0.019173
0.034271	0.019192
0.032440	0.019212
0.034576	0.019232
0.034576	0.019232
0.032959	0.019252
0.032852	0.019271
0.031219	0.019291
0.034073	0.019291
0.033966	0.019311
0.031219	0.019331
0.033966	0.019331
0.034378	0.019331
0.034271	0.019350
0.033264	0.019370
0.031738	0.019409
0.033264	0.019429
0.034378	0.019449
0.031433	0.019449
0.033569	0.019469
0.033356	0.019469
0.034485	0.019469
0.032745	0.019488
0.033569	0.019488
0.034271	0.019508
0.032440	0.019508
0.033966	0.019528
0.030823	0.019567
0.033157	0.019587
0.034790	0.019587
0.030914	0.019607
0.034180	0.019626
0.033157	0.019626
0.032440	0.019646
0.033264	0.019666
0.033264	0.019686
0.032745	0.019705
0.032242	0.019705
0.032043	0.019725
0.033051	0.019725
0.031525	0.019745
0.034180	0.019745
0.031937	0.019745
0.032440	0.019764
0.033768	0.019764
0.030106	0.019784
0.032242	0.019784
0.032349	0.019804
0.031830	0.019824
0.033463	0.019843
0.032745	0.019863
0.033768	0.019883
0.031937	0.019903
0.033966	0.019922
0.032349	0.019942
0.033463	0.019962
0.033356	0.019981
0.033768	0.020021
0.031326	0.020041
0.033356	0.020060
0.034378	0.020100
0.034988	0.020120
0.033051	0.020139
0.033264	0.020159
0.031433	0.020179
0.032043	0.020198
0.031021	0.020218
0.032654	0.020238
0.034073	0.020258
0.032959	0.020277
0.033264	0.020297
0.032440	0.020297
0.034882	0.020317
0.034576	0.020317
0.030914	0.020336
0.032547	0.020336
0.034790	0.020356
0.035187	0.020356
0.032547	0.020376
0.030716	0.020396
0.035187	0.020396
0.032242	0.020415
0.031830	0.020435
0.032349	0.020435
0.033966	0.020455
0.035294	0.020475
0.030823	0.020494
0.033157	0.020514
0.035492	0.020534
0.035599	0.020553
0.031525	0.020573
0.031631	0.020613
0.032654	0.020632
0.035095	0.020632
0.030914	0.020672
0.033875	0.020692
0.033661	0.020711
0.037323	0.020731
0.033051	0.020770
0.030609	0.020790
0.033966	0.020830
0.033875	0.020869
0.032745	0.020909
0.031738	0.020928
0.034073	0.020968
0.036621	0.021007
0.033661	0.021047
0.032745	0.021086
0.032654	0.021125
0.033569	0.021145
0.031021	0.021185
0.034180	0.021224
0.034180	0.021264
0.034485	0.021303
0.033966	0.021342
0.031937	0.021382
0.032745	0.021421
0.033157	0.021481
0.033264	0.021540
0.034378	0.021579
0.033157	0.021638
0.033661	0.021698
0.032242	0.021737
0.032852	0.021776
0.033157	0.021816
0.033463	0.021855
0.031326	0.021875
0.033569	0.021914
0.035706	0.021954
0.034073	0.021993
0.031219	0.022013
0.032135	0.022053
0.033264	0.022112
0.033463	0.022171
0.030716	0.022250
0.031937	0.022329
0.031631	0.022408
0.032242	0.022467
0.032745	0.022546
0.031631	0.022605
0.033264	0.022664
0.035095	0.022703
0.031525	0.022743
0.034576	0.022782
0.033264	0.022822
0.032852	0.022861
0.034485	0.022901
0.032135	0.022940
0.035095	0.022980
0.034790	0.023039
0.033661	0.023078
0.032852	0.023137
0.034790	0.023197
0.034790	0.023276
0.032440	0.023335
0.034073	0.023394
0.034378	0.023473
0.035797	0.023552
0.034073	0.023611
0.034073	0.023690
0.033157	0.023749
0.034485	0.023808
0.032852	0.023867
0.032349	0.023926
0.033264	0.023986
0.034378	0.024045
0.032959	0.024084
0.033569	0.024143
0.034271	0.024183
0.034576	0.024242
0.031128	0.024281
0.032547	0.024321
0.032349	0.024360
0.031830	0.024420
0.032349	0.024439
0.033661	0.024479
0.033051	0.024518
0.034790	0.024538
0.031219	0.024577
0.033356	0.024597
0.033768	0.024617
0.033157	0.024637
0.031525	0.024676
0.033966	0.024696
0.031738	0.024715
0.035599	0.024735
0.034073	0.024755
0.031738	0.024794
0.033875	0.024834
0.034576	0.024873
0.031937	0.024913
0.033157	0.024952
0.033768	0.024992
0.035095	0.025031
0.033966	0.025090
0.032242	0.025130
0.034485	0.025169
0.033463	0.025209
0.032440	0.025228
0.033875	0.025268
0.032043	0.025287
0.034683	0.025327
0.032135	0.025347
0.034683	0.025366
0.034790	0.025406
0.034485	0.025426
0.031830	0.025445
0.034271	0.025485
0.034683	0.025504
0.034683	0.025524
0.035095	0.025544
0.034683	0.025583
0.034576	0.025603
0.036102	0.025623
0.031830	0.025662
0.033157	0.025682
0.034073	0.025721
0.034073	0.025741
0.032135	0.025781
0.034073	0.025820
0.034180	0.025899
0.033966	0.025958
0.032959	0.026037
0.032654	0.026116
0.034271	0.026175
0.036102	0.026215
0.033356	0.026274
0.033356	0.026313
0.031937	0.026353
0.031738	0.026392
0.033264	0.026432
0.033569	0.026471
0.033264	0.026510
0.034180	0.026550
0.031738	0.026570
0.033051	0.026589
0.031631	0.026609
0.031326	0.026609
0.033356	0.026609
0.032349	0.026609
0.032852	0.026609
0.034882	0.026609
0.032135	0.026629
0.032440	0.026629
0.031433	0.026648
0.032745	0.026668
0.033463	0.026688
0.034378	0.026708
0.031326	0.026747
0.034790	0.026767
0.030106	0.026787
0.030716	0.026826
0.033264	0.026846
0.033264	0.026865
0.031937	0.026885
0.033157	0.026905
0.033463	0.026905
0.034180	0.026925
0.029694	0.026925
0.031937	0.026925
0.034576	0.026925
0.033768	0.026944
0.031525	0.026944
0.034073	0.026944
0.031433	0.026944
0.033661	0.026964
0.031219	0.026964
0.033157	0.026984
0.033157	0.027004
0.034576	0.027004
0.032349	0.027023
0.031433	0.027043
0.034180	0.027063
0.033264	0.027082
0.031433	0.027082
0.033569	0.027102
0.032135	0.027142
0.034180	0.027161
0.032547	0.027181
0.033569	0.027201
0.033966	0.027221
0.033051	0.027260
0.032547	0.027299
0.033768	0.027319
0.032242	0.027359
0.034790	0.027378
0.030914	0.027398
0.033875	0.027437
0.031738	0.027457
0.034988	0.027477
0.033051	0.027497
0.031738	0.027556
0.033661	0.027635
0.034180	0.027753
0.031128	0.027891
0.034180	0.028029
0.032135	0.028187
0.035095	0.028305
0.030411	0.028443
0.033661	0.028562
0.030823	0.028660
0.032654	0.028739
0.033051	0.028799
0.031219	0.028858
0.033356	0.028917
0.033966	0.028956
0.032852	0.029015
0.033356	0.029055
0.033264	0.029114
0.032654	0.029173
0.032135	0.029213
0.032135	0.029272
0.033768	0.029331
0.032547	0.029390
0.033356	0.029449
0.033051	0.029489
0.032654	0.029548
0.030823	0.029568
0.033157	0.029607
0.033569	0.029627
0.034271	0.029647
0.033966	0.029666
0.032852	0.029706
0.032547	0.029726
0.032959	0.029765
0.034485	0.029785
0.032043	0.029824
0.033966	0.029844
0.032349	0.029864
0.033875	0.029864
0.029800	0.029883
0.033569	0.029903
0.034180	0.029923
0.033966	0.029943
0.031219	0.029962
0.033264	0.029982
0.031830	0.030002
0.032043	0.030041
0.031631	0.030081
0.031021	0.030100
0.033768	0.030140
0.033157	0.030179
0.031128	0.030219
0.033768	0.030258
0.031219	0.030278
0.032242	0.030317
0.031433	0.030357
0.032440	0.030377
0.033356	0.030396
0.033569	0.030436
0.032654	0.030455
0.029907	0.030475
0.033569	0.030495
0.032440	0.030515
0.033157	0.030534
0.030716	0.030574
0.033569	0.030593
0.034485	0.030613
0.032242	0.030633
0.033157	0.030653
0.033569	0.030692
0.031219	0.030712
0.032852	0.030751
0.031525	0.030771
0.033768	0.030810
0.032852	0.030850
0.033463	0.030889
0.033768	0.030929
0.030914	0.030968
0.033966	0.031008
0.031525	0.031047
0.033875	0.031106
0.032440	0.031166
0.035095	0.031244
0.033356	0.031323
0.032745	0.031402
0.033966	0.031461
0.033356	0.031521
0.030823	0.031580
0.034576	0.031619
0.030197	0.031659
0.033463	0.031678
0.032547	0.031718
0.033264	0.031738
0.032745	0.031757
0.032852	0.031757
0.033569	0.031777
0.033264	0.031777
0.031738	0.031797
0.032349	0.031797
0.032745	0.031797
0.034485	0.031797
0.032440	0.031797
0.034378	0.031816
0.031631	0.031816
0.031326	0.031816
0.032547	0.031816
0.031525	0.031836
0.033356	0.031836
0.033356	0.031856
0.033661	0.031856
0.033875	0.031876
0.033051	0.031876
0.032043	0.031876
0.033264	0.031876
0.032349	0.031876
0.032654	0.031876
0.033157	0.031895
0.033356	0.031895
0.032547	0.031895
0.033051	0.031895
0.033356	0.031895
0.033875	0.031895
0.033356	0.031895
0.031021	0.031915
0.034271	0.031915
0.031433	0.031915
0.033356	0.031935
0.032959	0.031935
0.032959	0.031955
0.031525	0.031955
0.034180	0.031974
0.033463	0.031974
0.033157	0.031994
0.031433	0.032014
0.031326	0.032033
0.031830	0.032053
0.031021	0.032073
0.033569	0.032093
0.033661	0.032112
0.032242	0.032132
0.033463	0.032171
0.033264	0.032211
0.033875	0.032250
0.031433	0.032290
0.033875	0.032329
0.033051	0.032349
0.034073	0.032388
0.033157	0.032428
0.034683	0.032448
0.032135	0.032487
0.035599	0.032507
0.033569	0.032527
0.034180	0.032546
0.030823	0.032586
0.034882	0.032625
0.033356	0.032684
0.034073	0.032763
0.033051	0.032842
0.034790	0.032941
0.033264	0.033020
0.034271	0.033099
0.031830	0.033138
0.032440	0.033197
0.033966	0.033237
0.033661	0.033276
0.034683	0.033316
0.033569	0.033355
0.033463	0.033394
0.033569	0.033434
0.034271	0.033473
0.034683	0.033513
0.032043	0.033552
0.033875	0.033592
0.032043	0.033631
0.033157	0.033671
0.031937	0.033710
0.031326	0.033749
0.033768	0.033789
0.034271	0.033848
0.032745	0.033888
0.033356	0.033927
0.034271	0.033986
0.032547	0.034045
0.033264	0.034085
0.033157	0.034144
0.033463	0.034183
0.033875	0.034223
0.030518	0.034262
0.032242	0.034322
0.033875	0.034361
0.033264	0.034381
0.032242	0.034400
0.032135	0.034420
0.033966	0.034440
0.033264	0.034460
0.032440	0.034479
0.032654	0.034499
0.032852	0.034519
0.035187	0.034538
0.031631	0.034558
0.034576	0.034578
0.034683	0.034598
0.033356	0.034617
0.032135	0.034617
0.034180	0.034637
0.034790	0.034657
0.032745	0.034677
0.032852	0.034696
0.033661	0.034716
0.034180	0.034716
0.036011	0.034736
0.031738	0.034755
0.033157	0.034795
0.035187	0.034815
0.034790	0.034834
0.032547	0.034874
0.034576	0.034894
0.036011	0.034913
0.035400	0.034933
0.033157	0.034953
0.033768	0.034953
0.034576	0.034953
0.036209	0.034972
0.033966	0.034972
0.034988	0.034992
0.034485	0.035012
0.034378	0.035012
0.035706	0.035032
0.033157	0.035051
0.034378	0.035071
0.037125	0.035091
0.034576	0.035130
0.034988	0.035209
0.033768	0.035288
0.035095	0.035367
0.033569	0.035446
0.033157	0.035525
0.033463	0.035604
0.034180	0.035683
0.034683	0.035742
0.033768	0.035801
0.032043	0.035860
0.033463	0.035919
0.032043	0.035978
0.033264	0.036018
0.032547	0.036038
0.034073	0.036077
0.033569	0.036097
0.032959	0.036097
0.033264	0.036116
0.032959	0.036116
0.031937	0.036136
0.034180	0.036136
0.031433	0.036136
0.031738	0.036136
0.033051	0.036136
0.031830	0.036136
0.032242	0.036136
0.034378	0.036136
0.031219	0.036156
0.033157	0.036156
0.033768	0.036156
0.032440	0.036156
0.033051	0.036176
0.031433	0.036195
0.031525	0.036215
0.034073	0.036255
0.030914	0.036274
0.032959	0.036314
0.031525	0.036333
0.032654	0.036373
0.033463	0.036412
0.033569	0.036432
0.033966	0.036472
0.032547	0.036511
0.033264	0.036531
0.034485	0.036570
0.032547	0.036590
0.034683	0.036610
0.031830	0.036649
0.034485	0.036669
0.033569	0.036689
0.034988	0.036728
0.034180	0.036748
0.035095	0.036767
0.034988	0.036807
0.035706	0.036846
0.034988	0.036886
0.033768	0.036925
0.035400	0.036965
0.036819	0.037004
0.034271	0.037044
0.035797	0.037083
0.034576	0.037122
0.038239	0.037142
0.033966	0.037162
0.035187	0.037182
0.034378	0.037241
0.036102	0.037300
0.036209	0.037359
0.036316	0.037438
0.037125	0.037497
0.036407	0.037556
0.034073	0.037616
0.035294	0.037655
0.034073	0.037694
0.035599	0.037734
0.034576	0.037773
0.035599	0.037813
0.033463	0.037852
0.034683	0.037892
0.032654	0.037931
0.034988	0.037971
0.034485	0.038010
0.035706	0.038030
0.032135	0.038069
0.034790	0.038089
0.033051	0.038109
0.032547	0.038128
0.033264	0.038128
0.033356	0.038148
0.034271	0.038148
0.032654	0.038168
0.033463	0.038188
0.033157	0.038207
0.033966	0.038227
0.033356	0.038267
0.031525	0.038306
0.033875	0.038326
0.031937	0.038365
0.033051	0.038385
0.032349	0.038405
0.032959	0.038424
0.033051	0.038424
0.034988	0.038444
0.032852	0.038464
0.033569	0.038464
0.032043	0.038483
0.033463	0.038503
0.030914	0.038523
0.032852	0.038543
0.031433	0.038582
0.034180	0.038602
0.031128	0.038641
0.033051	0.038681
0.032547	0.038720
0.032135	0.038740
0.032959	0.038779
0.031128	0.038819
0.033875	0.038858
0.032852	0.038898
0.032547	0.038957
0.034683	0.038996
0.033463	0.039036
0.034790	0.039056
0.032349	0.039095
0.035187	0.039115
0.033569	0.039134
0.035706	0.039154
0.033569	0.039174
0.034271	0.039174
0.033463	0.039194
0.034073	0.039213
0.033661	0.039233
0.034180	0.039253
0.033966	0.039253
0.036514	0.039272
0.034378	0.039272
0.033051	0.039292
0.035904	0.039292
0.034180	0.039312
0.032959	0.039332
0.036407	0.039371
0.035400	0.039411
0.036926	0.039450
0.033157	0.039489
0.035095	0.039529
0.035706	0.039588
0.034683	0.039628
0.034485	0.039667
0.034683	0.039706
0.035706	0.039726
0.036819	0.039766
0.033966	0.039805
0.035797	0.039825
0.035904	0.039864
0.034882	0.039884
0.034790	0.039923
0.034790	0.039943
0.035095	0.039983
0.036316	0.040002
0.034683	0.040022
0.033264	0.040061
0.034180	0.040081
0.037430	0.040121
0.031937	0.040140
0.032654	0.040160
0.034988	0.040180
0.035599	0.040200
0.034271	0.040200
0.032547	0.040200
0.034882	0.040200
0.033966	0.040200
0.033356	0.040200
0.032654	0.040219
0.033264	0.040219
0.036621	0.040219
0.033768	0.040219
0.034790	0.040219
0.032852	0.040219
0.034485	0.040239
0.032745	0.040239
0.032349	0.040239
0.034378	0.040259
0.034073	0.040278
0.033966	0.040298
0.033768	0.040318
0.034576	0.040338
0.035706	0.040357
0.033157	0.040397
0.031738	0.040436
0.034271	0.040456
0.034988	0.040495
0.033463	0.040515
0.033463	0.040555
0.032959	0.040574
0.033966	0.040614
0.032959	0.040653
0.031326	0.040693
0.033661	0.040732
0.032852	0.040772
0.033157	0.040811
0.031326	0.040870
0.033264	0.040890
0.033966	0.040929
0.030914	0.040969
0.030411	0.041008
0.032135	0.041048
0.033661	0.041087
0.033051	0.041127
0.033463	0.041146
0.032654	0.041186
0.032547	0.041225
0.033569	0.041284
0.033661	0.041383
0.032043	0.041482
0.034271	0.041580
0.033356	0.041659
0.031219	0.041738
0.032242	0.041837
0.034790	0.041896
0.031738	0.041935
0.033768	0.041975
0.032135	0.042014
0.035400	0.042054
0.032852	0.042113
0.034683	0.042152
0.035599	0.042192
0.035095	0.042231
0.033264	0.042271
0.033966	0.042290
0.033768	0.042310
0.032654	0.042330
0.032440	0.042350
0.031433	0.042350
0.033661	0.042369
0.034485	0.042369
0.031219	0.042389
0.032440	0.042389
0.031326	0.042409
0.034378	0.042428
0.030518	0.042448
0.030411	0.042488
0.032547	0.042527
0.035187	0.042547
0.030518	0.042586
0.033157	0.042626
0.031631	0.042685
0.033356	0.042724
0.033051	0.042764
0.032852	0.042784
0.033157	0.042803
0.033768	0.042823
0.031128	0.042843
0.033966	0.042862
0.030609	0.042882
0.034988	0.042882
0.031433	0.042922
0.030411	0.042941
0.032547	0.042981
0.033661	0.043020
0.031738	0.043060
0.033569	0.043099
0.032242	0.043139
0.033661	0.043178
0.033463	0.043217
0.033157	0.043257
0.032852	0.043277
0.033768	0.043316
0.032547	0.043356
0.032135	0.043375
0.033768	0.043415
0.034271	0.043434
0.033051	0.043454
0.033356	0.043474
0.031326	0.043494
0.035294	0.043513
0.030411	0.043533
0.032654	0.043553
0.032349	0.043592
0.033264	0.043612
0.031631	0.043632
0.032745	0.043671
0.034073	0.043711
0.031738	0.043770
0.031937	0.043809
0.033661	0.043868
0.030716	0.043928
0.033768	0.043987
0.032043	0.044066
0.032135	0.044105
0.034271	0.044164
0.032349	0.044223
0.030518	0.044283
0.031219	0.044322
0.032745	0.044381
0.034271	0.044440
0.032242	0.044500
0.032242	0.044559
0.033463	0.044598
0.032852	0.044657
0.033661	0.044717
0.031128	0.044756
0.033875	0.044795
0.034271	0.044835
0.030518	0.044855
0.032654	0.044874
0.032440	0.044894
0.034576	0.044894
0.032745	0.044914
0.031525	0.044914
0.034378	0.044914
0.033463	0.044914
0.030716	0.044914
0.033051	0.044914
0.033356	0.044934
0.033264	0.044934
0.033051	0.044953
0.034073	0.044973
0.029694	0.044993
0.034576	0.045032
0.033661	0.045052
0.031433	0.045072
0.034378	0.045091
0.032349	0.045131
0.033157	0.045131
0.033875	0.045151
0.031830	0.045170
0.032745	0.045170
0.032654	0.045170
0.033569	0.045190
0.033264	0.045190
0.034073	0.045190
0.031219	0.045190
0.032349	0.045190
0.033966	0.045190
0.034180	0.045190
0.033356	0.045190
0.033569	0.045190
0.033463	0.045190
0.034576	0.045190
0.031525	0.045190
0.033157	0.045190
0.033569	0.045190
0.033569	0.045190
0.030716	0.045190
0.032959	0.045190
0.031525	0.045190
0.034378	0.045190
0.029602	0.045190
0.034271	0.045190
0.033157	0.045190
0.033768	0.045190
0.032654	0.045190
0.033356	0.045190
0.033569	0.045190
0.034485	0.045190
0.033157	0.045190
0.032135	0.045190
0.032745	0.045190
0.034271	0.045190
0.031631	0.045190
0.031525	0.045190
0.033356	0.045190
0.034576	0.045210
0.031631	0.045269
0.031021	0.045308
0.032852	0.045368
0.031326	0.045427
0.032547	0.045486
0.032745	0.045545
0.031937	0.045604
0.033966	0.045644
0.030823	0.045683
0.032959	0.045703
0.033463	0.045723
0.033356	0.045742
0.032654	0.045742
0.033157	0.045742
0.033569	0.045742
0.033051	0.045742
0.033463	0.045742
0.033569	0.045742
0.033875	0.045742
0.033569	0.045742
0.033157	0.045742
0.032959	0.045742
0.032745	0.045742
0.033051	0.045742
0.033569	0.045742
0.033569	0.045742
0.031433	0.045742
0.035187	0.045742
0.030304	0.045742
0.032852	0.045742
0.032547	0.045742
0.032852	0.045742
0.032959	0.045742
0.031631	0.045742
0.032440	0.045742
0.035400	0.045742
0.031937	0.045742
0.031738	0.045742
0.033875	0.045742
0.033875	0.045742
0.032043	0.045762
0.032959	0.045782
0.033569	0.045782
0.033966	0.045801
0.032440	0.045821
0.033051	0.045841
0.033463	0.045880
0.033875	0.045900
0.031830	0.045920
0.033356	0.045959
0.034378	0.045999
0.033768	0.046038
0.034790	0.046078
0.032852	0.046117
0.034271	0.046157
0.037537	0.046196
0.032242	0.046255
0.034073	0.046314
0.033875	0.046354
0.033768	0.046413
0.034180	0.046472
0.031830	0.046512
0.033157	0.046571
0.035599	0.046610
0.032654	0.046650
0.034988	0.046689
0.033768	0.046709
0.035187	0.046748
0.032745	0.046768
0.032043	0.046788
0.034790	0.046807
0.033463	0.046827
0.034485	0.046847
0.034576	0.046847
0.033157	0.046867
0.035599	0.046926
0.031631	0.046965
0.033966	0.047024
0.034683	0.047103
0.033569	0.047182
0.033875	0.047281
0.031326	0.047379
0.032959	0.047458
0.032959	0.047537
0.031937	0.047616
0.033875	0.047675
0.030823	0.047715
0.034073	0.047735
0.032745	0.047774
0.033051	0.047794
0.033356	0.047833
0.033966	0.047853
0.032852	0.047873
0.033768	0.047892
0.032242	0.047912
0.035187	0.047932
0.031631	0.047932
0.033768	0.047951
0.034576	0.047951
0.033768	0.047951
0.033356	0.047951
0.034378	0.047951
0.033966	0.047951
0.034485	0.047951
0.031830	0.047951
0.033264	0.047951
0.033569	0.047951
0.035095	0.047951
0.033264	0.047951
0.033661	0.047951
0.032242	0.047971
0.034683	0.047971
0.034180	0.047971
0.031433	0.047971
0.032547	0.047991
0.036011	0.047991
0.033264	0.047991
0.032242	0.047991
0.033966	0.047991
0.033875	0.047991
0.033768	0.047991
0.031937	0.047991
0.032242	0.047991
0.034790	0.047991
0.032043	0.047991
0.033966	0.047991
0.034073	0.047991
0.034988	0.047991
0.033875	0.047991
0.033157	0.047991
0.034180	0.047991
0.035187	0.047971
0.032440	0.047971
0.033768	0.047971
0.033356	0.047971
0.036102	0.047971
0.033356	0.047971
0.034988	0.047971
0.033768	0.047971
0.033051	0.047971
0.033966	0.047971
0.032440	0.047971
0.034180	0.047971
0.033661	0.047971
0.034378	0.047971
0.032242	0.047971
0.033768	0.047971
0.033051	0.047971
0.033264	0.047971
0.033661	0.047971
0.032959	0.047971
0.035904	0.047991
0.032654	0.048011
0.033768	0.048050
0.031830	0.048109
0.033463	0.048208
0.031525	0.048307
0.035400	0.048385
0.037628	0.048484
0.035294	0.048583
0.036926	0.048642
0.036621	0.048681
0.038651	0.048740
0.037323	0.048780
0.034882	0.048819
0.035095	0.048898
0.036102	0.048977
0.036514	0.049056
0.034790	0.049135
0.037125	0.049214
0.037933	0.049293
0.038452	0.049352
0.033157	0.049391
0.033768	0.049431
0.036209	0.049470
0.036926	0.049490
0.032852	0.049510
0.034683	0.049529
0.035294	0.049549
0.035492	0.049589
0.034882	0.049608
0.034485	0.049628
0.033768	0.049648
0.036209	0.049668
0.034271	0.049668
0.034073	0.049687
0.033875	0.049707
0.036011	0.049707
0.034180	0.049746
0.032959	0.049766
0.034485	0.049786
0.035492	0.049806
0.031738	0.049825
0.033661	0.049845
0.032654	0.049865
0.034073	0.049885
0.033356	0.049904
0.033264	0.049924
0.031128	0.049944
0.035797	0.050003
0.033768	0.050042
0.031830	0.050102
0.033356	0.050161
0.034073	0.050240
0.033264	0.050299
0.031021	0.050358
0.033264	0.050417
0.036407	0.050476
0.034378	0.050535
0.034378	0.050614
0.036514	0.050674
0.038040	0.050733
0.037628	0.050812
0.035706	0.050871
0.040176	0.050910
0.041702	0.050950
0.039978	0.050989
0.040482	0.051009
0.040176	0.051048
0.041595	0.051068
0.038345	0.051088
0.041199	0.051127
0.038849	0.051167
0.039673	0.051226
0.039978	0.051285
0.037842	0.051364
0.037933	0.051443
0.039566	0.051522
0.037231	0.051581
0.036407	0.051660
0.035400	0.051739
0.034683	0.051837
0.031525	0.051936
0.033966	0.052035
0.032043	0.052113
0.033356	0.052252
0.030716	0.052390
0.034790	0.052508
0.033051	0.052607
0.037231	0.052685
0.036316	0.052784
0.037125	0.052863
0.035400	0.052942
0.038757	0.053001
0.038651	0.053060
0.039261	0.053119
0.038651	0.053179
0.036819	0.053238
0.037933	0.053277
0.039459	0.053336
0.037933	0.053356
0.040070	0.053396
0.035400	0.053415
0.036819	0.053415
0.036514	0.053435
0.036011	0.053435
0.037323	0.053435
0.037735	0.053435
